# No.	Zi	Source	IDC	Component A	Component B, or
# No.	Zi	Source	Single	IDC	Component.
# See `docs/lintelstat.py` for more details.
72455	𪽛	V	⿰	𡱒	田
72456	𪽜	T	⿰	田	段
72457	𪽝	V	⿰	罢	由
72458	𪽞	V	⿺	竜	田
72459	𪽟	G	⿱	田	魚
72460	𪽠	V	⿰	𱏧	由
72461	𪽡	V	⿰	巴	番
72462	𪽢	T	⿰	田	焦
72463	𪽣	V	⿺	𫳭	田
72464	𪽤	T	⿱	畾	且
72465	𪽥	J	⿱	毗	登
72466	𪽦	K	⿰	田	羲
72468	𪽨	V	⿸	疒	歹
72469	𪽩	V	⿸	疒	仍
72470	𪽪	G	⿸	疒	长
72471	𪽫	U	⿸	疒	爪
72472	𪽬	T	⿸	疒	未
72473	𪽭	G	⿸	疒	戋
72474	𪽮	V	⿸	疒	卢
72476	𪽰	G	⿸	疒	足
72477	𪽱	V	⿸	疒	穷
72479	𪽳	V	⿸	疒	要
72480	𪽴	G	⿸	疒	贳
72481	𪽵	V	⿸	疒	孤
72482	𪽶	GJ	⿸	疒	鬲
72483	𪽷	G	⿸	疒	𫺁
72484	𪽸	V	⿸	疒	越
72485	𪽹	V	⿸	疒	隅
72487	𪽻	T	⿰	白	木
72488	𪽼	T	⿰	白	文
72489	𪽽	V	⿰	白	丘
72490	𪽾	G	⿱	白	貝
72491	𪽿	T	⿰	白	免
72492	𪾀	V	⿰	白	或
72493	𪾁	V	⿱	白	法
72494	𪾂	T	⿰	皇	兄
72495	𪾃	T	⿰	白	韋
72496	𪾄	T	⿰	白	殷
72497	𪾅	T	⿰	白	羲
72498	𪾆	V	⿰	皮	？
72499	𪾇	G	⿰	皮	攵
72500	𪾈	T	⿰	皮	要
72501	𪾉	V	⿱	皮	耶
72502	𪾊	T	⿱	尤	皿
72503	𪾋	V	⿱	𰀡	皿
72504	𪾌	G	⿱	可	皿
72505	𪾍	T	⿱	兄	皿
72507	𪾏	G	⿱	卣	皿
72508	𪾐	K	⿱	免	皿
72509	𪾑	T	⿱	抱	皿
72510	𪾒	G	⿱	泈	皿
72511	𪾓	T	⿱	城	皿
72512	𪾔	G	⿱	须	皿
72513	𪾕	G	⿱	𰮤	皿
72514	𪾖	T	⿱	皿	鳥
72515	𪾗	Z	⿱	飯	皿
72516	𪾘	G	⿱	鈚	皿
72518	𪾚	G	⿱	𬖥	皿
72520	𪾜	K	⿱	斁	皿
72521	𪾝	V	⿰	盘	𱘥
72523	𪾟	V	⿰	目	与
72524	𪾠	T	⿰	目	勺
72525	𪾡	G	⿰	目	尤
72526	𪾢	GU	⿰	目	见
72527	𪾣	G	⿰	目	㝉
72528	𪾤	V	⿰	目	戊
72529	𪾥	T	⿰	目	号
72530	𪾦	GV	⿰	目	卢
72531	𪾧	TJ	⿰	目	令
72532	𪾨	Z	⿰	目	𠮲
72533	𪾩	T	⿰	目	宇
72534	𪾪	G	⿰	目	次
72535	𪾫	T	⿱	目	助
72536	𪾬	J	⿰	目	乱
72537	𪾭	TV	⿰	目	林
72538	𪾮	V	⿰	目	㸒
72539	𪾯	V	⿰	目	欣
72540	𪾰	T	⿰	目	放
72541	𪾱	T	⿰	目	省
72542	𪾲	J	⿰	目	音
72543	𪾳	TK	⿰	目	韋
72544	𪾴	K	⿰	目	屎
72545	𪾵	J	⿰	目	素
72546	𪾶	T	⿰	目	埀
72547	𪾷	K	⿰	目	隽
72548	𪾸	G	⿰	目	宾
72549	𪾹	K	⿰	目	帶
72550	𪾺	V	⿰	密	目
72551	𪾻	J	⿱	雀	目
72552	𪾼	J	⿰	目	壹
72553	𪾽	T	⿰	目	閔
72554	𪾾	G	⿰	目	答
72555	𪾿	J	⿰	目	普
72556	𪿀	V	⿰	目	寓
72557	𪿁	Z	⿰	竜	看
72558	𪿂	T	⿱	徵	目
72559	𪿃	T	⿰	看	尋
72560	𪿄	V	⿰	目	篭
72561	𪿅	K	⿰	目	鷹
72562	𪿆	T	⿰	矛	斤
72563	𪿇	G	⿰	矛	肙
72564	𪿈	J	⿰	矢	木
72565	𪿉	T	⿰	矢	少
72566	𪿊	G	⿰	矢	亚
72567	𪿋	T	⿰	矢	其
72568	𪿌	T	⿰	矢	柔
72569	𪿍	V	⿰	知	别
72569	𪿍	Z	⿰	知	別
72570	𪿎	G	⿰	矢	射
72571	𪿏	V	⿰	短	侖
72572	𪿐	V	⿰	矢	輸
72573	𪿑	T	⿰	石	元
72574	𪿒	V	⿰	石	𪟽
72575	𪿓	J	⿰	石	弖
72577	𪿕	T	⿰	石	句
72578	𪿖	T	⿰	石	玄
72579	𪿗	TV	⿰	石	尼
72580	𪿘	TV	⿰	石	台
72581	𪿙	TV	⿰	石	灰
72582	𪿚	G	⿰	石	寺
72583	𪿛	T	⿰	石	虫
72584	𪿜	T	⿰	石	穵
72585	𪿝	G	⿱	兴	石
72586	𪿞	GT	⿰	石	寿
72587	𪿟	T	⿰	石	辰
72588	𪿠	T	⿰	石	肙
72589	𪿡	T	⿰	石	罕
72590	𪿢	TK	⿰	石	辛
72591	𪿣	V	⿰	石	那
72593	𪿥	V	⿰	石	枚
72594	𪿦	K	⿰	石	表
72596	𪿨	GT	⿰	石	非
72597	𪿩	T	⿰	石	居
72598	𪿪	G	⿰	石	拜
72599	𪿫	G	⿰	石	𱅐
72600	𪿬	Z	⿰	石	𡘤
72601	𪿭	T	⿰	石	家
72602	𪿮	T	⿰	石	容
72603	𪿯	T	⿰	石	逐
72605	𪿱	V	⿰	石	盘
72606	𪿲	T	⿰	石	窑
72607	𪿳	T	⿰	石	麻
72608	𪿴	GT	⿰	石	產
72608	𪿴	V	⿰	石	産
72609	𪿵	G	⿰	石	辇
72610	𪿶	T	⿰	石	絜
72611	𪿷	T	⿰	石	𡩏
72612	𪿸	V	⿰	磊	？
72613	𪿹	V	⿰	𪿒	禺
72614	𪿺	T	⿰	石	𥭴
72615	𪿻	T	⿰	石	𥪡
72616	𪿼	J	⿰	石	聚
72617	𪿽	V	⿱	硃	侖
72618	𪿾	T	⿰	石	蕃
72620	𫀀	T	⿱	𠫔	示
72621	𫀁	K	⿰	示	女
72621	𫀁	Z	⿰	礻	女
72623	𫀃	T	⿰	礻	內
72623	𫀃	J	⿰	礻	内
72624	𫀄	T	⿵	戊	示
72625	𫀅	TV	⿰	礻	占
72626	𫀆	T	⿰	示	包
72626	𫀆	Z	⿰	礻	包
72627	𫀇	T	⿰	礻	耒
72628	𫀈	T	⿰	礻	同
72629	𫀉	G	⿰	礻	血
72630	𫀊	T	⿰	礻	衣
72631	𫀋	T	⿰	礻	夾
72632	𫀌	G	⿰	礻	丽
72633	𫀍	T	⿰	礻	曵
72634	𫀎	T	⿰	礻	言
72635	𫀏	K	⿰	示	完
72635	𫀏	Z	⿰	礻	完
72636	𫀐	T	⿰	礻	武
72637	𫀑	T	⿰	礻	卓
72637	𫀑	K	⿰	示	卓
72638	𫀒	T	⿰	礻	易
72639	𫀓	G	⿰	礻	黾
72643	𫀗	M	⿰	礻	兒
72644	𫀘	T	⿰	礻	隶
72646	𫀚	T	⿰	礻	昷
72646	𫀚	Z	⿰	礻	𥁕
72647	𫀛	Z	⿰	礻	凾
72648	𫀜	T	⿱	秦	示
72650	𫀞	T	⿰	礻	倉
72651	𫀟	Z	⿱	祀	余
72652	𫀠	T	⿰	礻	常
72654	𫀢	V	⿰	礻	嵬
72655	𫀣	T	⿰	礻	箕
72656	𫀤	K	⿰	示	嚴
72656	𫀤	Z	⿰	礻	嚴
72657	𫀥	V	⿰	离	昔
72658	𫀦	T	⿱	㇒	朮
72658	𫀦	Z	⿱	㇒	术
72659	𫀧	J	⿱	禾	工
72660	𫀨	G	⿰	禾	见
72661	𫀩	T	⿰	禾	午
72662	𫀪	T	⿰	禾	田
72664	𫀬	G	⿰	禾	刍
72666	𫀮	T	⿰	禾	当
72667	𫀯	T	⿰	禾	旭
72668	𫀰	T	⿱	禾	兆
72669	𫀱	K	⿰	禾	后
72670	𫀲	GT	⿰	禾	克
72672	𫀴	T	⿰	禾	圼
72673	𫀵	V	⿰	禾	𡧎
72674	𫀶	K	⿰	禾	完
72675	𫀷	T	⿰	禾	忍
72676	𫀸	G	⿰	禾	局
72677	𫀹	J	⿰	禾	明
72678	𫀺	T	⿱	𥝢	禾
72679	𫀻	T	⿰	禾	庚
72680	𫀼	T	⿰	禾	思
72681	𫀽	K	⿰	禾	禺
72683	𫀿	T	⿰	禾	彖
72684	𫁀	K	⿰	禾	建
72686	𫁂	G	⿰	禾	罢
72688	𫁄	G	⿰	禾	消
72689	𫁅	V	⿰	貞	私
72692	𫁈	J	⿰	禾	意
72694	𫁊	K	⿰	穴	方
72695	𫁋	T	⿱	宂	冋
72695	𫁋	Z	⿱	穴	冋
72696	𫁌	T	⿱	宂	再
72696	𫁌	Z	⿱	穴	再
72697	𫁍	G	⿱	穴	朱
72697	𫁍	T	⿱	宂	朱
72698	𫁎	Z	⿰	空	孔
72699	𫁏	T	⿱	穴	𪜱
72700	𫁐	G	⿱	穴	妙
72701	𫁑	J	⿱	宂	忠
72701	𫁑	Z	⿱	穴	忠
72702	𫁒	T	⿱	宂	隹
72702	𫁒	Z	⿱	穴	隹
72703	𫁓	G	⿱	穴	佴
72704	𫁔	Z	⿰	空	匡
72705	𫁕	T	⿱	宂	勉
72705	𫁕	Z	⿱	穴	勉
72706	𫁖	J	⿱	宂	鬼
72706	𫁖	Z	⿱	穴	鬼
72707	𫁗	J	⿱	宂	掘
72707	𫁗	Z	⿱	穴	掘
72708	𫁘	Z	⿱	穴	黽
72710	𫁚	V	⿱	宂	斛
72710	𫁚	Z	⿱	穴	斛
72711	𫁛	V	⿰	穿	侖
72714	𫁞	V	⿰	立	？
72715	𫁟	G	⿰	立	专
72716	𫁠	T	⿰	立	册
72717	𫁡	GU	⿰	立	鸟
72718	𫁢	MT	⿰	立	宇
72719	𫁣	T	⿰	立	角
72721	𫁥	G	⿰	立	店
72722	𫁦	T	⿰	立	居
72723	𫁧	V	⿰	立	待
72724	𫁨	T	⿰	立	韋
72725	𫁩	G	⿰	立	𦐇
72726	𫁪	T	⿱	立	竝
72727	𫁫	V	⿱	立	降
72728	𫁬	T	⿰	立	𬀷
72729	𫁭	T	⿰	立	勞
72730	𫁮	T	⿱	爾	立
72732	𫁰	V	⿱	𥫗	卜
72733	𫁱	G	⿱	𥫗	卫
72734	𫁲	GT	⿱	𥫗	无
72735	𫁳	G	⿱	𥫗	韦
72737	𫁵	T	⿱	𥫗	斗
72738	𫁶	J	⿱	𥫗	尺
72739	𫁷	GV	⿱	𥫗	双
72740	𫁸	T	⿱	𥫗	戊
72741	𫁹	T	⿱	𥫗	匝
72742	𫁺	G	⿱	𥫗	业
72743	𫁻	T	⿱	𥫗	仔
72744	𫁼	T	⿱	𥫗	帆
72746	𫁾	T	⿱	𥫗	豕
72747	𫁿	GT	⿱	𥫗	車
72748	𫂀	G	⿱	𥫗	孛
72749	𫂁	T	⿱	𥫗	旲
72750	𫂂	T	⿱	𥫗	每
72751	𫂃	G	⿱	𥫗	闵
72752	𫂄	T	⿱	𥫗	𰹈
72753	𫂅	J	⿱	𥫗	拂
72754	𫂆	GT	⿱	𥫗	国
72755	𫂇	T	⿱	𥫗	的
72756	𫂈	GU	⿱	𥫗	废
72758	𫂊	T	⿱	𥫗	柾
72759	𫂋	V	⿱	𥫗	某
72762	𫂎	GU	⿱	筍	大
72764	𫂐	MT	⿱	𥫗	泰
72765	𫂑	T	⿱	𥫗	𡘤
72766	𫂒	J	⿱	𥫗	珠
72767	𫂓	K	⿱	𥫗	耆
72769	𫂕	T	⿱	𥫗	倍
72770	𫂖	G	⿱	𥫗	爱
72771	𫂗	V	⿱	𥫗	迷
72772	𫂘	K	⿱	𥫗	梄
72773	𫂙	TU	⿱	𥫗	敕
72774	𫂚	V	⿱	𥫗	梅
72776	𫂜	G	⿱	𥫗	𢼾
72778	𫂞	T	⿱	𥫗	康
72779	𫂟	GT	⿱	𥫗	麻
72780	𫂠	T	⿱	𥫗	惠
72781	𫂡	T	⿱	𥫗	棘
72782	𫂢	X	⿱	𥬟	貝
72783	𫂣	J	⿱	𥫗	期
72784	𫂤	T	⿱	𥫗	象
72786	𫂦	T	⿱	𥫗	𥚎
72787	𫂧	T	⿱	𥫗	𣗥
72788	𫂨	V	⿰	等	畐
72789	𫂩	J	⿱	𥫗	賦
72790	𫂪	V	⿰	笑	雪
72791	𫂫	G	⿱	𥫗	𱀵
72792	𫂬	T	⿱	𥫗	衡
72793	𫂭	T	⿱	𥫗	謄
72794	𫂮	V	⿰	箕	記
72795	𫂯	G	⿱	𥫗	蠃
72798	𫂲	J	⿱	乃	米
72799	𫂳	T	⿱	山	米
72800	𫂴	K	⿰	米	也
72801	𫂵	K	⿱	米	日
72802	𫂶	T	⿰	米	丰
72804	𫂸	T	⿰	米	匝
72805	𫂹	T	⿰	米	石
72806	𫂺	T	⿰	米	田
72807	𫂻	T	⿰	米	旧
72808	𫂼	T	⿰	米	尔
72808	𫂼	Z	⿰	米	尓
72809	𫂽	T	⿰	米	戎
72810	𫂾	GT	⿰	米	因
72811	𫂿	G	⿱	杀	米
72812	𫃀	TV	⿰	米	安
72813	𫃁	T	⿰	米	求
72814	𫃂	T	⿰	米	取
72815	𫃃	T	⿰	米	邱
72816	𫃄	J	⿰	米	忩
72817	𫃅	G	⿱	米	㐭
72818	𫃆	T	⿺	是	米
72819	𫃇	J	⿰	米	咠
72820	𫃈	V	⿰	米	𦥚
72821	𫃉	V	⿰	粟	屯
72822	𫃊	T	⿰	米	荖
72823	𫃋	V	⿰	米	針
72824	𫃌	T	⿰	米	展
72825	𫃍	T	⿰	米	庸
72826	𫃎	T	⿰	米	麻
72827	𫃏	T	⿰	米	景
72828	𫃐	G	⿰	米	悶
72829	𫃑	GT	⿰	米	勞
72830	𫃒	V	⿰	米	葚
72831	𫃓	T	⿰	米	過
72832	𫃔	Z	⿰	粘	卷
72833	𫃕	GT	⿰	米	慈
72834	𫃖	Z	⿰	米	節
72836	𫃘	V	⿰	糞	半
72838	𫃚	V	⿰	糹	卜
72840	𫃜	TU	⿰	糹	口
72840	𫃜	KP	⿰	糸	口
72841	𫃝	T	⿰	糹	亿
72842	𫃞	T	⿰	糹	中
72843	𫃟	T	⿰	糹	未
72844	𫃠	T	⿰	糹	包
72845	𫃡	V	⿰	糹	立
72846	𫃢	T	⿰	糹	休
72847	𫃣	T	⿰	糹	字
72848	𫃤	V	⿰	糹	汝
72849	𫃥	T	⿰	糹	足
72849	𫃥	J	⿰	糸	足
72850	𫃦	G	⿰	糹	𫨶
72851	𫃧	T	⿰	糹	龟
72853	𫃩	V	⿰	糹	妞
72855	𫃫	V	⿰	糹	𥐧
72856	𫃬	T	⿰	糹	叔
72857	𫃭	T	⿰	糹	𤓻
72858	𫃮	V	⿰	糹	往
72859	𫃯	T	⿰	糹	𬎾
72859	𫃯	P	⿰	糸	𬎾
72860	𫃰	V	⿰	糹	参
72862	𫃲	J	⿰	糸	帚
72862	𫃲	Z	⿰	糹	帚
72863	𫃳	T	⿰	糹	虳
72864	𫃴	T	⿰	糹	奐
72864	𫃴	Z	⿰	糹	奂
72865	𫃵	TV	⿰	糹	娄
72865	𫃵	KP	⿰	糸	娄
72866	𫃶	V	⿰	糹	洛
72867	𫃷	TV	⿰	糹	眉
72868	𫃸	V	⿰	糹	挼
72869	𫃹	V	⿰	糹	逃
72870	𫃺	Z	⿰	糹	𣶒
72871	𫃻	T	⿰	糹	容
72871	𫃻	K	⿰	糸	容
72872	𫃼	V	⿰	糹	料
72873	𫃽	T	⿰	糹	雪
72874	𫃾	T	⿰	糹	莆
72876	𫄀	T	⿰	糹	𫳐
72877	𫄁	V	⿰	糹	萌
72878	𫄂	TV	⿰	糹	筆
72879	𫄃	V	⿰	糹	敦
72880	𫄄	V	⿰	糹	屡
72881	𫄅	T	⿰	糹	感
72882	𫄆	V	⿰	糹	碎
72883	𫄇	G	⿰	糹	載
72884	𫄈	V	⿰	糹	落
72885	𫄉	V	⿰	糹	路
72886	𫄊	J	⿰	糸	禀
72886	𫄊	Z	⿰	糹	禀
72887	𫄋	V	⿰	糹	詩
72888	𫄌	V	⿰	糹	𨁡
72889	𫄍	T	⿰	糹	鳳
72890	𫄎	V	⿰	糹	屢
72891	𫄏	T	⿰	糹	箴
72892	𫄐	V	⿱	紛	排
72893	𫄑	V	⿰	糹	餒
72894	𫄒	K	⿰	綝	𪰋
72895	𫄓	V	⿰	糹	默
72896	𫄔	T	⿰	糹	𠔳
72897	𫄕	V	⿰	細	紫
72899	𫄗	J	⿰	糸	黨
72899	𫄗	Z	⿰	糹	黨
72900	𫄘	T	⿰	糹	籐
72901	𫄙	G	⿰	纟	乚
72902	𫄚	G	⿰	纟	互
72903	𫄛	G	⿰	纟	今
72904	𫄜	G	⿰	纟	毛
72905	𫄝	G	⿰	纟	弔
72906	𫄞	G	⿰	纟	丕
72907	𫄟	GU	⿰	纟	㐌
72908	𫄠	G	⿰	纟	亘
72909	𫄡	G	⿰	纟	同
72910	𫄢	G	⿰	纟	伏
72911	𫄣	G	⿰	纟	农
72912	𫄤	G	⿰	纟	达
72913	𫄥	G	⿰	纟	丽
72914	𫄦	G	⿰	纟	劫
72915	𫄧	G	⿰	纟	延
72916	𫄨	GU	⿰	纟	希
72917	𫄩	G	⿰	纟	每
72918	𫄪	G	⿰	纟	丧
72919	𫄫	G	⿰	纟	戾
72920	𫄬	G	⿰	纟	枼
72921	𫄭	G	⿰	纟	复
72922	𫄮	G	⿰	纟	盈
72923	𫄯	G	⿰	纟	畟
72924	𫄰	G	⿰	纟	旁
72925	𫄱	G	⿰	纟	啬
72926	𫄲	G	⿰	纟	莫
72927	𫄳	G	⿰	纟	徙
72928	𫄴	G	⿰	纟	率
72929	𫄵	G	⿰	纟	彭
72930	𫄶	G	⿰	纟	强
72931	𫄷	G	⿰	纟	意
72932	𫄸	GU	⿰	纟	熏
72933	𫄹	G	⿰	纟	巂
72934	𫄺	Z	⿰	缶	呈
72935	𫄻	T	⿰	缶	隹
72936	𫄼	V	⿰	缶	某
72937	𫄽	K	⿱	𭴘	缶
72938	𫄾	Z	⿰	缶	䍃
72939	𫄿	K	⿰	敬	缶
72940	𫅀	T	⿱	罒	亏
72941	𫅁	V	⿱	罒	化
72942	𫅂	T	⿱	罒	石
72943	𫅃	T	⿱	㓁	早
72944	𫅄	T	⿱	罒	兆
72945	𫅅	G	⿱	罒	齐
72946	𫅆	G	⿱	网	妻
72947	𫅇	T	⿱	罒	金
72948	𫅈	G	⿱	罒	㢲
72949	𫅉	T	⿱	罒	配
72950	𫅊	G	⿱	罒	啚
72951	𫅋	GT	⿱	罒	會
72952	𫅌	G	⿰	睪	寺
72953	𫅍	T	⿱	罒	龍
72954	𫅎	G	⿶	凵	羊
72955	𫅏	T	⿱	𦍌	正
72956	𫅐	G	⿰	羊	央
72957	𫅑	K	⿰	羊	旦
72958	𫅒	T	⿰	羊	民
72959	𫅓	G	⿱	羊	羊
72960	𫅔	T	⿰	羊	艮
72961	𫅕	V	⿰	羊	𠨿
72962	𫅖	V	⿰	美	扣
72963	𫅗	G	⿰	羊	贲
72965	𫅙	G	⿰	羊	剛
72966	𫅚	V	⿰	美	秉
72967	𫅛	T	⿰	羊	崩
72968	𫅜	Z	⿰	令	善
72969	𫅝	V	⿰	美	胆
72970	𫅞	Z	⿰	？	善
72971	𫅟	V	⿰	美	寇
72972	𫅠	V	⿰	美	葉
72973	𫅡	Z	⿰	羞	善
72974	𫅢	T	⿱	土	羽
72975	𫅣	Z	⿺	元	羽
72976	𫅤	TV	⿰	羽	令
72977	𫅥	G	⿰	岂	羽
72978	𫅦	T	⿰	屰	羽
72979	𫅧	T	⿰	羽	羊
72980	𫅨	T	⿱	羽	車
72981	𫅩	V	⿰	羽	更
72982	𫅪	T	⿱	羽	非
72983	𫅫	V	⿰	拜	羽
72984	𫅬	K	⿰	音	羽
72985	𫅭	G	⿰	宾	羽
72986	𫅮	Z	⿰	羽	竜
72987	𫅯	V	⿱	羽	速
72988	𫅰	V	⿰	悲	羽
72990	𫅲	Z	⿰	羽	篭
72991	𫅳	Z	⿱	老	𫜸
72992	𫅴	V	⿰	老	奴
72993	𫅵	K	⿰	老	放
72994	𫅶	K	⿰	老	者
72995	𫅷	V	⿰	茶	老
72996	𫅸	V	⿰	老	嫌
72997	𫅹	KV	⿰	耒	田
72998	𫅺	T	⿰	耒	而
72999	𫅻	T	⿰	耒	曲
73000	𫅼	Z	⿰	耒	连
73001	𫅽	T	⿰	耒	春
73002	𫅾	K	⿰	耒	留
73003	𫅿	J	⿰	耒	費
73004	𫆀	T	⿰	耳	卩
73005	𫆁	T	⿰	耳	欠
73006	𫆂	T	⿰	耳	全
73007	𫆃	V	⿱	收	耳
73009	𫆅	T	⿰	耳	呈
73010	𫆆	T	⿰	耳	矣
73011	𫆇	T	⿰	耳	采
73012	𫆈	Z	⿱	𢼄	耳
73013	𫆉	V	⿱	秋	耳
73014	𫆊	Z	⿰	耳	𬜯
73015	𫆋	T	⿰	耳	鬲
73016	𫆌	T	⿰	耳	益
73017	𫆍	V	⿰	耳	朗
73018	𫆎	T	⿱	徙	耳
73019	𫆏	G	⿱	渐	耳
73020	𫆐	T	⿰	耳	單
73021	𫆑	Z	⿰	耳	㑹
73022	𫆒	T	⿰	耳	䆫
73023	𫆓	J	⿰	耳	囊
73024	𫆔	T	⿰	𥘈	聿
73025	𫆕	G	⿰	奈	聿
73026	𫆖	T	⿰	⺼	圡
73027	𫆗	T	⿰	⺼	卬
73028	𫆘	V	⿰	月	卞
73029	𫆙	T	⿱	龸	⺼
73030	𫆚	V	⿰	月	由
73031	𫆛	J	⿰	月	代
73032	𫆜	V	⿰	肉	尼
73033	𫆝	V	⿰	月	闭
73036	𫆠	T	⿰	月	判
73037	𫆡	V	⿰	育	？
73038	𫆢	V	⿰	夌	月
73039	𫆣	T	⿰	月	固
73040	𫆤	T	⿰	月	金
73042	𫆦	T	⿰	⺼	省
73043	𫆧	V	⿰	月	律
73044	𫆨	Z	⿰	月	前
73046	𫆪	K	⿰	月	畟
73047	𫆫	G	⿰	肉	爱
73048	𫆬	T	⿱	浱	月
73049	𫆭	V	⿱	肉	迷
73050	𫆮	V	⿰	月	孫
73051	𫆯	Z	⿰	月	麥
73052	𫆰	Z	⿱	敖	肉
73053	𫆱	K	⿰	月	梔
73054	𫆲	V	⿰	月	荸
73055	𫆳	T	⿰	⺼	曼
73056	𫆴	V	⿰	密	月
73057	𫆵	T	⿰	⺼	惠
73058	𫆶	Z	⿰	卓	肩
73060	𫆸	V	⿰	肉	尊
73061	𫆹	T	⿰	月	𦴼
73062	𫆺	J	⿰	肉	閙
73063	𫆻	V	⿰	脂	阮
73064	𫆼	T	⿰	月	蒡
73065	𫆽	V	⿰	育	能
73067	𫆿	V	⿰	胃	迷
73068	𫇀	KV	⿰	月	歷
73070	𫇂	V	⿰	屋	腦
73071	𫇃	T	⿰	月	麗
73072	𫇄	V	⿰	育	囊
73073	𫇅	J	⿰	臣	勿
73074	𫇆	G	⿱	臣	臣
73075	𫇇	T	⿰	臣	我
73076	𫇈	V	⿰	臣	卒
73077	𫇉	G	⿱	臥	𠥶
73077	𫇉	Z	⿱	卧	𠥶
73078	𫇊	V	⿰	自	字
73079	𫇋	T	⿰	自	泉
73080	𫇌	V	⿰	臭	奄
73082	𫇎	T	⿰	至	束
73083	𫇏	G	⿱	至	來
73084	𫇐	V	⿰	至	亟
73085	𫇑	T	⿰	至	蓁
73086	𫇒	G	⿱	猌	臼
73088	𫇔	T	⿰	舌	几
73089	𫇕	T	⿰	舍	主
73090	𫇖	V	⿰	舌	吝
73091	𫇗	T	⿰	舌	兼
73092	𫇘	G	⿰	舌	赖
73093	𫇙	T	⿰	舍	蓋
73094	𫇚	T	⿰	舟	千
73095	𫇛	G	⿰	舟	虏
73096	𫇜	GJ	⿰	舟	若
73097	𫇝	T	⿰	舟	叚
73098	𫇞	V	⿰	舟	曼
73099	𫇟	V	⿰	舟	悲
73100	𫇠	J	⿰	舟	壽
73101	𫇡	V	⿰	舟	𬞕
73102	𫇢	GT	⿰	舟	羲
73103	𫇣	T	⿰	舟	𦏁
73104	𫇤	T	⿰	盍	色
73106	𫇦	GTV	⿱	艹	冖
73108	𫇨	J	⿱	艹	川
73109	𫇩	J	⿱	艹	五
73110	𫇪	G	⿱	艹	冈
73111	𫇫	T	⿱	艹	父
73113	𫇭	G	⿱	艹	为
73114	𫇮	T	⿱	艹	戉
73115	𫇯	Z	⿱	艹	号
73116	𫇰	TV	⿱	艹	旧
73117	𫇱	T	⿱	艹	仔
73118	𫇲	T	⿱	艹	𭍺
73119	𫇳	TV	⿱	艹	𠆳
73120	𫇴	G	⿱	艹	刍
73121	𫇵	T	⿱	艹	奶
73122	𫇶	TV	⿱	艹	再
73123	𫇷	T	⿱	艹	考
73124	𫇸	T	⿱	艹	竹
73126	𫇺	T	⿱	艹	庄
73127	𫇻	TJ	⿱	艹	池
73128	𫇼	T	⿱	艹	汎
73129	𫇽	G	⿱	艹	农
73131	𫇿	TJV	⿱	艹	束
73132	𫈀	T	⿱	艹	吹
73133	𫈁	T	⿱	艹	囲
73135	𫈃	V	⿱	艹	狂
73136	𫈄	T	⿱	艹	似
73137	𫈅	TV	⿱	艹	谷
73138	𫈆	J	⿱	艹	伽
73139	𫈇	GJ	⿱	艹	皀
73140	𫈈	VU	⿱	艹	佑
73141	𫈉	G	⿱	艹	间
73142	𫈊	T	⿱	艹	汸
73143	𫈋	T	⿱	艹	庇
73144	𫈌	T	⿱	艹	𫲷
73146	𫈎	G	⿱	艹	劲
73147	𫈏	G	⿱	艹	甬
73148	𫈐	GT	⿱	艹	幸
73149	𫈑	T	⿱	艹	玟
73150	𫈒	T	⿱	艹	表
73151	𫈓	J	⿱	艹	武
73152	𫈔	T	⿱	艹	昀
73154	𫈖	T	⿱	艹	𠣜
73155	𫈗	T	⿱	艹	㕿
73156	𫈘	V	⿱	艹	侫
73158	𫈚	T	⿱	艹	放
73159	𫈛	T	⿱	艹	宙
73160	𫈜	TV	⿱	艹	油
73161	𫈝	T	⿱	艹	𢗰
73162	𫈞	J	⿱	艹	泫
73163	𫈟	G	⿱	艹	陈
73165	𫈡	G	⿺	辶	苪
73166	𫈢	T	⿱	艹	厚
73167	𫈣	MT	⿱	艹	𨊠
73168	𫈤	J	⿱	艹	𮥴
73169	𫈥	V	⿱	艹	柯
73172	𫈨	V	⿱	艹	界
73174	𫈪	Z	⿰	花	末
73175	𫈫	T	⿱	艹	𥎯
73176	𫈬	T	⿱	艹	𥥗
73177	𫈭	T	⿱	艹	洋
73178	𫈮	GT	⿱	艹	哀
73179	𫈯	T	⿱	艹	𦍑
73180	𫈰	GU	⿱	艹	洽
73181	𫈱	K	⿱	艹	彥
73181	𫈱	Z	⿱	艹	彦
73183	𫈳	T	⿱	艹	尛
73185	𫈵	G	⿱	艹	绝
73186	𫈶	T	⿱	艹	𧙏
73187	𫈷	T	⿱	艹	桐
73188	𫈸	T	⿱	艹	𡘤
73190	𫈺	V	⿱	艹	核
73191	𫈻	K	⿱	艹	瓠
73192	𫈼	X	⿱	𦭝	戊
73196	𫉀	J	⿱	艹	氣
73197	𫉁	G	⿱	艹	爱
73198	𫉂	T	⿱	𫇦	果
73199	𫉃	T	⿱	艹	浰
73200	𫉄	G	⿱	艹	诸
73201	𫉅	V	⿱	艹	恕
73202	𫉆	T	⿱	艹	脅
73203	𫉇	J	⿱	艹	紦
73205	𫉉	T	⿱	艹	黄
73205	𫉉	K	⿱	艹	黃
73206	𫉊	T	⿱	艹	堆
73207	𫉋	TU	⿱	艹	琍
73208	𫉌	TK	⿱	艹	匏
